记录日期,订单号,订单号查重,客户订单总数,物流状态,是否收到退货/退货单据,是否退运费,是否退运费险,退款原因分类,具体操作要求,最终退款金额（美元）,退款日期,创建人,备注,父记录
2026/01/24,LC8119132,,4,已发货,是,不退运费,不退运费险,产品问题,3件退全款,202.33,2026/01/25,兰婷,$277.10 CAD,
2026/01/24,LC8122003,单号登记重复，请检查,1,已发货,否,不退运费,不退运费险,券/折扣问题,4件退15%,48.71,2026/01/25,兰婷,⁠£35.70 GBP,
2026/01/24,LC8119787,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
 LOT34-NavyBlue-L",21.96,2026/01/25,兰婷,,
2026/01/24,LC8116566,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT21-Mint-S",55.9,2026/01/25,兰婷,,
2026/01/24,LC8116170,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,57.72,2026/01/25,兰婷,,
2026/01/24,LC8118859,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
LWS-PT21BK-M",23,2026/01/25,兰婷,,
2026/01/24,LC8122118,,4,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退款,72.8,2026/01/25,兰婷,,
2026/01/24,LC8122153,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退款,343.04,2026/01/25,DiningJia(贾迪宁）,£251.40 GBP,
2026/01/24,LC8118943,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
SHT43-SageApple-L
PT27-OpticWhite-L
LT1-Rosewood-L",236.59,2026/01/25,DiningJia(贾迪宁）,£173.40 GBP,
2026/01/25,LC8122337,,6,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,90.06,2026/01/26,兰婷,$123.30 CAD,
2026/01/25,LC8119466,,3,已发货,是,不退运费,不退运费险,产品问题,1件退全款,58.51,2026/01/26,兰婷,$80.10 CAD,
2026/01/25,LC8121825,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,178.48,2026/01/26,兰婷,€150.47 EUR,
2026/01/25,LC8122241,单号登记重复，请检查,1,已发货,否,不退运费,不退运费险,券/折扣问题,2件退25%,42.45,2026/01/26,兰婷,,
2026/01/25,LC8118876,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,131.8,2026/01/26,兰婷,,
2026/01/25,LC8116488,,1,已发货,否,不退运费,不退运费险,产品问题,"2件退40%
ESW21-Crimson-M
BOT09-MossyGreen-S",33.54,2026/01/26,兰婷,,
2026/01/26,LC8117084,,4,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
SKT14-OceanCream-M
LWS-OT18-Stripe-M",125.37,2026/01/27,兰婷,,
2026/01/26,LC8116176,,4,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
lws-mxd16pk-m
OT64-SilenceBlue-M",125.44,2026/01/27,兰婷,,
2026/01/26,LC8122553,,1,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,132.9,2026/01/27,兰婷,⁠€111.90 EUR,
2026/01/26,LC8120806,,1,已发货,否,不退运费,不退运费险,产品问题,3件退40%,78.1,2026/01/27,兰婷,,
2026/01/26,LC8119609,,2,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
MDD115-SilenceBlue-L
ACC-BAG01-Black-OS
PT49-OpticWhite-L",289.02,2026/01/27,陈楚文,$396.00 CAD,
2026/01/26,LC8122460,单号登记重复，请检查,2,未发货且标记取消,否,不退运费,退运费险,订单异常/取消/修改订单,"2件退全款，且退运费险
JK22-Rosewood-XL",122.84,2026/01/27,陈楚文,,
2026/01/26,"LC8122497
",,1,已发货,否,不退运费,不退运费险,券/折扣问题,1件退5%,3.28,2026/01/27,陈楚文,,
2026/01/26,LC8122516,,1,未发货,否,不退运费,退运费险,订单异常/取消/修改订单,退运费险3刀,3,2026/01/27,兰婷,,
2026/01/26,LUK2361,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD39-SageApple-M",112.64,2026/01/27,兰婷,£82.37 GBP,
2026/01/26,LC8119501 ,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",126.77,2026/01/27,兰婷,£92.70 GBP,
2026/01/27,LC8118714,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",62.9,2026/01/28,兰婷,,
2026/01/27,LC8115391,,1,已发货,否,退运费,退运费险,物流问题,退整单,80.65,2026/01/28,陈楚文,$110.60 CAD,
2026/01/28,LC8120973,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT58-OpticWhite-M
",71.16,2026/01/30,DiningJia(贾迪宁）,€59.46 EUR,
2026/01/28,LC8117216,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-OT9BL-XS
LWS-OT9BL-S",153.8,2026/01/30,DiningJia(贾迪宁）,,
2026/01/28,LC8117215,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
lws-mxd16bl-s
MXD37-OliveMoss-S",199.8,2026/01/30,DiningJia(贾迪宁）,,
2026/01/28,LC8118510,,1,已发货,否,不退运费,不退运费险,产品问题,3件退40%,66.68,2026/01/30,兰婷,,
2026/01/28,LC8119163,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,39.59,2026/01/30,兰婷,⁠€33.18 EUR,
2026/01/28,LC8121033,,1,已发货,是,不退运费,不退运费险,产品问题,9件退全款,,,兰婷,该订单存在正在处理中或已败诉的拒付，因此无法退款。请客服联系。,
2026/01/28,LC8120472,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,89.91,2026/01/30,兰婷,,
2026/01/28,LC8119726,,1,已发货,是,不退运费,不退运费险,产品问题,"7件退全款
OT57-IceBlue-S
VT01-Ochre-M
PT30-Ochre-M
MXD46-NaturalLinen-M
LWS-PT21TBL-M
LWS-OT5MT-S
TA51-CharcoalBlack-M",573.3,2026/01/30,兰婷,,
2026/01/28,LC8122881,,2,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,退整单,135.91,2026/01/30,高慧慧,€113.90 EUR,
2026/01/28,LC8118877,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,134.05,2026/01/30,高慧慧,$190.80 AUD,
2026/01/28,LC894866,,1,已发货,是,不退运费,不退运费险,产品问题,10件退全款,835.2,2026/01/30,兰婷,,
2026/01/28,LC8119250,,1,已发货,否,不退运费,不退运费险,物流问题,整单退10%,6.68,2026/01/30,兰婷,,
2026/01/29,LC8121090,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,75.12,2026/01/30,兰婷,,
2026/01/29,LC8120500,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT52-IndigoDenim-S",88.74,2026/01/30,兰婷,,
2026/01/29,LC8120239,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,197.8,2026/01/30,兰婷,,
2026/01/29,LC8119773,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,88.18,2026/01/30,兰婷,£64.00 GBP,
2026/01/29,LC8119767,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,84.05,2026/01/30,兰婷,£61.00 GBP,
2026/01/29,LC8117926,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,59.18,2026/01/30,兰婷,$80.00 CAD,
2026/01/29,LC8118074,,2,已发货,否,不退运费,不退运费险,产品问题,7件退40%,175.32,2026/01/30,兰婷,,
2026/01/29,LC8118890,,1,已发货,否,不退运费,不退运费险,产品问题,3件退40%,101.73,2026/01/30,兰婷,⁠$137.52 CAD,
2026/01/29,LC8119002,,1,已发货,否,不退运费,不退运费险,物流问题,退整单的15%,19.7,2026/01/30,高慧慧,,
2026/01/29,LC8109127,,5,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
CT04-EspressoBrown-S",159.08,2026/01/30,兰婷,,
2026/01/29,LC8121030,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD44-HoneyYellow-S",98.91,2026/01/30,兰婷,,
2026/01/29,LC8120843,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
SKULWS-MDD50-Stripe-S",115.42,2026/01/30,兰婷,$164.00 AUD,
2026/01/29,LUK2360,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,79.44,2026/01/30,高慧慧,⁠£57.72 GBP,
2026/01/29,LC8123207,,1,已发货,否,不退运费,退运费险,其他,退运费险3刀,3,2026/01/30,兰婷,,
2026/01/29,LC8123184,单号登记重复，请检查,2,未发货,否,不退运费,不退运费险,券/折扣问题,3件退5%,15.24,2026/01/30,兰婷,,
2026/01/29,LC8123245,,1,未发货,否,不退运费,不退运费险,券/折扣问题,"退商品10%
没有使用折扣码NF10 ",23.42,2026/01/30,DiningJia(贾迪宁）,⁠£17.00 GBP,
2026/01/29,LC8119232,,1,已发货,否,不退运费,不退运费险,物流问题,退订单的15%,24.95,2026/01/30,DiningJia(贾迪宁）,,
2026/01/30,LC8119378,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,103.41,2026/01/31,DiningJia(贾迪宁）,,
2026/01/30,LC8115097,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,109.9,2026/01/31,兰婷,,
2026/01/30,LC8117263,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
SKUMXD35-NavyBlue-XL",102.4,2026/01/31,兰婷,,
2026/01/30,LC8120300,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",71.91,2026/01/31,兰婷,,
2026/01/30,LC8120812,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",121.32,2026/01/31,兰婷,,
2026/01/30,LC8119369,,1,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
",27.32,2026/01/31,兰婷,,
2026/01/30,LC8123306,单号登记重复，请检查,1,未发货,否,不退运费,不退运费险,券/折扣问题,退商品10%,64.72,2026/01/31,兰婷,,
2026/01/30,LC8115553,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",93.42,2026/01/31,高慧慧,,
2026/01/30,LUK2362,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款：
LWS-OT14-White-XXL
LWS-OT14-White-XL
MXD35-NaturalLinen-XL
",252.1,2026/01/31,高慧慧,£184.21 GBP,
2026/01/30,LC8120421,,1,已发货,是,不退运费,不退运费险,产品问题,3件退全款,264.33,2026/01/31,高慧慧,,
2026/01/30,LC8123414,,1,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,整单全退,463.75,2026/01/31,高慧慧,$666.00 AUD,
2026/01/30,LC8120122,单号登记重复，请检查,1,已发货,否,不退运费,不退运费险,物流问题,整单退10%,28.83,2026/01/31,高慧慧,,
2026/01/30,LC8119314,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-OT32PP-L
SKULWS-SKT21PDD-L",117.19,2026/01/31,兰婷,$168.30 AUD,
2026/01/30,LC8120247,,6,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-PT13GY-L
MDD152-NavyBlue-L",191.29,2026/01/31,兰婷,€161.42 EUR,
2026/01/31,LC8120002,,3,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
MDD98-Khaki-M
LWS-MDD141PP-L
LWS-OT10PK-S",247.76,2026/02/01,兰婷,,
2026/01/31,LC8121458,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
SHT45-Chocolate-M
SHT65-WillowCream-M",149.22,2026/02/01,兰婷,,
2026/01/31,LC8118739,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD70-CharcoalBlack-S
LWS-PT9NBL-S",151.66,2026/02/01,兰婷,,
2026/01/31,LC8119361,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,357.6,2026/02/01,兰婷,,
2026/01/31,LC8120438,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,301.14,2026/02/01,兰婷,,
2026/01/31,LC8120312,,3,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
BOT20-SkyBlue-L",59.42,2026/02/01,兰婷,,
2026/01/31,LC8120228,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,289.8,2026/02/01,兰婷,,
2026/01/31,LC8119862,,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,101.9,2026/02/01,兰婷,,
2026/01/31,LC8119543,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,1件退全款,,,兰婷,"2.10已跟进，2.11重新登记退款表格
无法退款，请客服联系！",
2026/01/31,LC8118672,,1,已发货,否,不退运费,不退运费险,产品问题,1件退40%,29.56,2026/02/01,兰婷,⁠€24.94 EUR,
2026/01/31,LC8119285,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
LWS-OT8LVD-L
OT57-IceBlue-L
OT58-Rosa-L",209.94,2026/02/01,DiningJia(贾迪宁）,$301.50 AUD,
2026/01/31,LC8121057,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退款款
LT1-Rosewood-L",94.41,2026/02/01,DiningJia(贾迪宁）,,
2026/01/31,LC8122419,,3,未发货,否,不退运费,不退运费险,缺货问题,"更换产品
退回差价 
$35.00",35,2026/02/01,DiningJia(贾迪宁）,,
2026/01/31,LC8118864,,1,已发货,否,不退运费,不退运费险,物流问题,退订单的15%,34.96,2026/02/01,DiningJia(贾迪宁）,,
2026/02/01,LC8123650,,2,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退全款,172.8,2026/02/02,兰婷,,
2026/02/01,LC8118960,,2,已发货,是,不退运费,不退运费险,产品问题,1件退全款,59.9,2026/02/02,兰婷,,
2026/02/01,LC8119961,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,243.82,2026/02/02,兰婷,$350.00 AUD,
2026/02/01,LC8118144,,1,已发货,是,不退运费,不退运费险,产品问题,2件退全款,183.8,2026/02/02,兰婷,,
2026/02/01,LC8121504,,1,已发货,是,不退运费,不退运费险,产品问题,"1件部分退款，退40%
LWS-MDD41LBL-XXL",39.56,2026/02/02,DiningJia(贾迪宁）,,
2026/02/01,LC8117743,,1,已发货,是,不退运费,不退运费险,产品问题,"1件部分退款，退40%
LWS-JK22LSBL-M",19,2026/02/02,DiningJia(贾迪宁）,,
2026/02/01,LC8116963,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
ACC-Scarf08-FreshGreen-One Size
ACC-Scarf31-BlackCheck-One Size
ACC-Scarf08-Red-One Size",99.7,2026/02/02,DiningJia(贾迪宁）,,
2026/02/02,LC8114493,单号登记重复，请检查,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD143-NavyBlue-S",79.38,2026/02/03,高慧慧,£58.00 GBP,
2026/02/02,LC8117377,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-SHT111LVD-S
JK22-Rosewood-M",94.77,2026/02/03,高慧慧,,
2026/02/02,LC8114628,,2,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",131.76,2026/02/03,高慧慧,,
2026/02/02,LC8115977,,1,已发货,是,不退运费,不退运费险,产品问题,4件退全款,362.88,2026/02/03,高慧慧,,
2026/02/02,LC8116013,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
MXD64-NavyBlue-L
MXD64-Coffee-L
MXD34-Lavender-L
MXD34-BabyBlue-S",321.28,2026/02/03,高慧慧,,
2026/02/02,LC8116045,,6,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LOT40-MochaTaupe-M",43.92,2026/02/03,高慧慧,,
2026/02/02,LC8116107,,5,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD135-NavyBlue-M",64.72,2026/02/03,高慧慧,,
2026/02/02,LC8116469,,1,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
",344.5,2026/02/03,高慧慧,,
2026/02/02,LC8116811,,1,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
MDD105-Khaki-XXL
MDD126-BlossomNavy-XXL
LWS-MXD31-Black-XXL
LWS-LT1NBL-XXL
LWS-MXD12GY-XXL",399.95,2026/02/03,高慧慧,,
2026/02/02,LC8117176,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
JK22-Rosewood-S
LOT40-MochaTaupe-S
PT34-LightDenimBlue-M",166.36,2026/02/03,高慧慧,£121.55 GBP,
2026/02/02,LC8117359,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
LWS-PT13DBL-L
LWS-OT9PK-L
OT58-Rosa-L
LWS-OT8GY-L",254.44,2026/02/03,高慧慧,,
2026/02/02,LC8117407,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
LWS-OT14-White-S
OT48-PumpkinStripe-S
OT48-InkStripe-S",174.39,2026/02/03,高慧慧,,
2026/02/02,LC8117418,,8,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT56-DoveBlue-S",53.45,2026/02/03,高慧慧,,
2026/02/02,LC8117767,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD125-NavyBlue-XL",59.9,2026/02/03,高慧慧,,
2026/02/02,LC8118021,,2,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
LWS-JK22LSBL-XL
SHT43-Rosa-L
OT53-OpticWhite-L",166.9,2026/02/03,高慧慧,,
2026/02/02,LC8118077,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD108-NavyBlue-S",103.41,2026/02/03,高慧慧,,
2026/02/02,LC8118268,,2,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
LWS-OT21NBL-XL
LWS-PT42DGY-XL
BOT02-NavyBlue-XL
LWS-PT9NBL-L",212.6,2026/02/03,高慧慧,,
2026/02/02,LC8118374,,1,已发货,是,不退运费,不退运费险,产品问题,"7件退全款
LWS-MDD41CF-L
LWS-MDD141BK-L
MDD98-CharcoalBlack-L
MXD45-HoneyYellow-L
LWS-MDD50-Stripe-L
LWS-MXD31KH-L
MDD117-Khaki-L",709.27,2026/02/03,高慧慧,,
2026/02/02,LC8118489,,4,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",108.9,2026/02/03,高慧慧,,
2026/02/02,LC8118491,,4,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",108.9,2026/02/03,高慧慧,,
2026/02/02,LC8118526,,2,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
LWS-MXD42KH-S
LOT34-NavyBlue-S",128.01,2026/02/03,高慧慧,,
2026/02/02,LC8118823,,1,已发货,是,不退运费,不退运费险,产品问题,"6件退全款
LWS-OT14-PaleYellow-XL
MXD35-VerdantGreen-L
MXD35-NaturalLinen-L
LWS-ACC13OWH-OS
OT64-SilenceBlue-L
LWS-ACC13CR-OS",391.52,2026/02/03,高慧慧,,
2026/02/02,LC8118837,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
SHT45-OceanCream-M",62.01,2026/02/03,高慧慧,,
2026/02/02,LC8119204,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",80.01,2026/02/03,高慧慧,,
2026/02/02,LC8119499,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款

",183.62,2026/02/03,高慧慧,$264.35 AUD,
2026/02/02,LC8119699,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
JK22-Khaki-M",79.35,2026/02/03,高慧慧,$114.00 AUD,
2026/02/02,LC8119850,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
MDD143-NavyBlue-S
LWS-PT13CR-M",136.62,2026/02/03,高慧慧,,
2026/02/02,LC8120401,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",151.37,2026/02/03,高慧慧,£110.70 GBP,
2026/02/02,LC8120437,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",125.91,2026/02/03,高慧慧,,
2026/02/02,LC8120443,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",107.91,2026/02/03,高慧慧,,
2026/02/02,LC8120444,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",119.9,2026/02/03,高慧慧,,
2026/02/02,LC8120681,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",130.41,2026/02/03,高慧慧,,
2026/02/02,LC8120754,,2,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",76.42,2026/02/03,高慧慧,,
2026/02/02,LC8121096,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
",107.9,2026/02/03,高慧慧,,
2026/02/02,LC8121389,,1,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
",296.73,2026/02/03,高慧慧,,
2026/02/02,LC8121396,,1,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
",434.6,2026/02/03,高慧慧,,
2026/02/02,LC8121489,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",143.82,2026/02/03,高慧慧,,
2026/02/02,LC8121495,,1,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
",564.5,2026/02/03,高慧慧,,
2026/02/02,LC8121559,,1,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
",157.06,2026/02/03,高慧慧,$214.20 CAD,
2026/02/02,LUK2367,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD39-SageApple-L",112.63,2026/02/03,DiningJia(贾迪宁）,£82.37 GBP,
2026/02/02,LC8117677,,1,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD74-LightGrey-M",127.19,2026/02/03,DiningJia(贾迪宁）,"kr 1,134.90 SEK",
2026/02/02,LC8120200,,2,已发货,是,不退运费,不退运费险,产品问题,"2件部分退款 40%
BOT19-MustardGreen-XL
LWS-MXD12GY-XL",62.34,2026/02/03,DiningJia(贾迪宁）,,
